Date ,Time,Amount,Transaction Type,Device Type,Country,Region,Ip_Address,Is Foreign Transaction?,Is High Risk Country,Has Fraud History,Device Trust Score,User Age,User Tenure,Numer of Previous transactions,Average Transaction Amount,Time since last transaction,Risk Score,Transaction Amount (z Score),Is Fraud
29-04-2025,22:33:00,376.35,purchase,desktop,Singapore,Asia,106.153.147.35,1,1,0,0.54,26,139,514,97.67,179.59,347.242,2.16609407,0
15-03-2025,18:40:00,55.12,deposit,desktop,Singapore,Asia,44.154.91.149,1,0,0,0.76,73,111,273,111.21,345.37,26.4576,-0.538612483,0
03-04-2025,07:27:00,124.7,transfer,tablet,Canada,North America,125.8.114.186,1,0,0,0.97,72,153,488,121.76,572.72,7.482,0.047240277,0
06-02-2025,23:23:00,4.24,deposit,mobile,China,Asia,209.59.161.81,1,0,0,0.61,36,66,393,77.28,19.4,3.3072,-0.967014155,0
18-04-2025,09:57:00,263.66,purchase,tablet,Singapore,Asia,188.120.109.24,1,0,0,0.51,25,137,651,72.62,10.6,258.3868,1.217261827,0
23-05-2025,10:32:00,123.13,withdrawal,tablet,Australia,Oceania,205.219.8.226,1,0,0,0.67,50,94,300,84.22,67.62,81.2658,0.034021121,0
29-05-2025,17:52:00,123.79,deposit,desktop,Australia,Oceania,163.82.213.174,1,0,0,0.71,37,129,595,109.25,246.8,71.7982,0.039578219,0
27-03-2025,01:18:00,278.95,withdrawal,mobile,Indonesia,Asia,185.64.239.88,1,0,0,0.77,47,151,440,133.46,451.66,128.317,1.346001245,0
25-06-2025,00:03:00,85.2,transfer,desktop,Indonesia,Asia,156.7.189.55,1,0,0,0.76,52,129,782,44.33,448.12,40.896,-0.285343569,0
01-05-2025,02:28:00,63.42,purchase,desktop,France,Europe,115.26.138.53,1,0,0,0.81,48,11,79,110.65,670.66,24.0996,-0.468727776,0
05-03-2025,04:38:00,241.31,withdrawal,mobile,Singapore,Asia,97.19.83.96,1,0,0,0.35,36,29,431,145.54,243.82,313.703,1.029078309,0
08-06-2025,10:07:00,162.77,withdrawal,mobile,Germany,Europe,64.23.132.251,0,0,0,0.76,67,103,968,100.1,246.45,39.0648,0.367783746,0
27-03-2025,22:12:00,357.05,withdrawal,mobile,South Africa,Africa,213.47.140.110,1,0,1,0.64,72,7,699,168.03,24.49,257.076,2.003591077,0
24-06-2025,15:41:00,337.85,withdrawal,tablet,Japan,Asia,75.176.101.2,1,0,1,0.94,63,166,188,88.08,434.8,40.542,1.841930068,1
27-05-2025,04:12:00,57.82,deposit,mobile,United Kingdom,Europe,123.224.161.172,1,0,0,0.86,31,4,545,102.93,196.51,16.1896,-0.515878903,0
25-02-2025,13:39:00,71.08,purchase,tablet,United States,North America,149.252.75.207,1,0,0,0.89,27,10,952,85.48,70.22,15.6376,-0.404231769,0
12-04-2025,09:10:00,35.48,purchase,desktop,Russia,Europe/Asia,41.217.8.241,1,0,0,0.9,20,54,642,122.88,40.09,7.096,-0.703978223,0
03-01-2025,08:42:00,129.69,withdrawal,mobile,South Korea,Asia,203.40.127.31,1,0,0,0.77,72,158,2,73.83,659.96,59.6574,0.089255299,0
20-06-2025,05:15:00,54.41,purchase,tablet,France,Europe,196.166.189.39,1,0,0,0.68,51,10,60,65.9,257.7,34.8224,-0.544590572,0
11-02-2025,14:34:00,185.07,withdrawal,tablet,France,Europe,195.252.224.24,1,0,0,0.72,68,116,404,69.1,288.86,103.6392,0.555546271,0
02-06-2025,09:29:00,15.55,transfer,tablet,South Africa,Africa,140.197.73.45,1,0,0,0.89,45,41,122,71.07,82.63,3.421,-0.871785718,0
19-05-2025,16:05:00,14.85,transfer,tablet,United States,North America,14.239.95.219,1,0,0,0.7,36,7,919,93.54,239.76,8.91,-0.877679609,0
25-02-2025,02:59:00,27.45,transfer,desktop,Canada,North America,67.113.56.164,1,0,0,0.76,56,20,82,120.34,51.96,13.176,-0.771589572,0
13-04-2025,17:29:00,10.57,purchase,mobile,Germany,Europe,161.205.218.14,0,0,0,0.73,43,6,670,140.27,162.83,2.8539,-0.913716542,0
23-03-2025,01:29:00,116.12,withdrawal,mobile,Brazil,South America,60.171.127.44,1,0,0,0.71,21,86,725,127.93,84.74,67.3496,-0.025001986,0
10-03-2025,06:15:00,19.13,deposit,mobile,United Kingdom,Europe,26.212.95.199,1,0,0,0.94,29,16,292,77.51,54.66,2.2956,-0.841642675,0
21-02-2025,14:28:00,20.92,deposit,mobile,United Kingdom,Europe,209.65.222.186,1,0,0,0.67,43,16,118,50.2,482.03,13.8072,-0.826571154,0
20-04-2025,17:55:00,1.72,transfer,mobile,France,Europe,136.57.231.250,1,0,0,0.58,24,98,579,79.23,325.14,1.4448,-0.988232163,0
09-02-2025,21:02:00,182.84,transfer,mobile,France,Europe,198.163.226.65,1,0,0,0.85,20,151,953,95.19,482.2,54.852,0.536770019,0
28-04-2025,18:51:00,200.75,purchase,tablet,South Africa,Africa,135.150.87.186,1,0,0,0.73,43,3,145,145.58,542.2,108.405,0.687569428,0
05-02-2025,11:03:00,21.21,deposit,mobile,Indonesia,Asia,102.54.144.196,1,0,0,0.66,74,86,381,101.58,148.17,14.4228,-0.824129399,0
29-03-2025,00:29:00,161.43,purchase,tablet,Australia,Oceania,202.61.148.207,1,0,0,0.68,19,28,920,69.13,423.42,103.3152,0.356501154,0
03-06-2025,15:31:00,68.2,transfer,desktop,Singapore,Asia,70.190.164.213,1,0,0,0.7,29,147,998,166.93,397.21,40.92,-0.42848092,0
03-01-2025,14:27:00,32.87,withdrawal,tablet,Argentina,South America,129.161.17.195,1,0,0,0.64,49,102,964,115.58,84.97,23.6664,-0.725954016,0
25-03-2025,20:23:00,116.55,withdrawal,desktop,Germany,Europe,151.223.162.137,0,0,0,0.98,68,58,585,71.92,350.53,2.331,-0.021381453,0
10-01-2025,06:25:00,23.59,withdrawal,mobile,France,Europe,222.116.53.162,1,0,0,0.91,55,106,161,101.8,789.84,4.2462,-0.80409017,0
19-06-2025,15:44:00,169.71,transfer,desktop,India,Asia,34.201.15.115,1,0,0,0.56,28,168,57,57.87,347.33,149.3448,0.426217464,0
22-03-2025,01:19:00,5.85,purchase,desktop,Germany,Europe,67.20.36.250,0,0,0,0.66,49,85,226,141.02,118.96,1.989,-0.953458206,0
19-06-2025,18:32:00,383.69,withdrawal,tablet,Japan,Asia,166.130.182.179,1,0,0,0.7,62,131,813,129.81,363.15,230.214,2.227895726,0
14-04-2025,02:44:00,8.95,deposit,tablet,United States,North America,151.19.78.87,1,0,0,0.4,32,33,182,161.78,261.14,10.74,-0.927356689,0
23-05-2025,19:47:00,103.94,deposit,desktop,Canada,North America,210.144.161.142,1,0,0,0.65,71,136,416,107.51,491.53,72.758,-0.127555689,0
27-03-2025,01:20:00,278.97,transfer,desktop,France,Europe,153.159.95.172,1,0,0,0.82,23,167,315,77.31,95.14,100.4292,1.346169642,0
02-01-2025,04:44:00,1.44,deposit,mobile,Australia,Oceania,192.70.178.187,1,0,0,0.72,43,170,520,61.31,53.11,0.8064,-0.990589719,0
13-06-2025,20:47:00,82.82,deposit,tablet,South Africa,Africa,195.43.250.213,1,0,0,0.94,25,28,880,139.42,169.96,9.9384,-0.305382798,0
16-06-2025,15:57:00,51.7,transfer,desktop,Saudi Arabia,Middle East,79.187.118.42,1,0,0,0.81,25,157,370,99.21,295.29,19.646,-0.56740835,0
12-01-2025,21:05:00,104.2,purchase,tablet,Saudi Arabia,Middle East,66.111.132.166,1,1,0,0.96,55,20,956,42.44,30.54,9.336,-0.125366529,0
07-04-2025,17:34:00,30.66,withdrawal,mobile,Argentina,South America,191.24.51.56,1,0,1,0.85,25,81,783,78.76,91.64,9.198,-0.744561872,0
25-05-2025,22:00:00,8.05,transfer,mobile,Indonesia,Asia,206.193.4.203,1,0,0,0.73,34,78,639,117.07,54.83,4.347,-0.934934549,0
10-02-2025,12:05:00,118,deposit,desktop,Japan,Asia,68.196.131.40,1,0,0,0.6,56,164,671,80.38,441.24,94.4,-0.009172679,0
19-01-2025,21:56:00,64.72,withdrawal,mobile,South Korea,Asia,155.153.92.46,1,0,0,0.57,36,21,576,58.47,365.69,55.6592,-0.457781978,0
03-01-2025,03:04:00,116.9,withdrawal,desktop,UAE,Middle East,131.182.215.177,1,0,0,0.8,20,37,5,115.42,294.58,46.76,-0.018434508,0
01-06-2025,13:32:00,28.37,withdrawal,tablet,Mexico,North America,153.97.74.38,1,0,0,0.89,58,106,170,150.76,186.56,6.2414,-0.763843315,0
09-06-2025,21:49:00,49.63,transfer,tablet,India,Asia,191.255.162.8,1,0,0,0.77,66,18,362,110.05,177.97,22.8298,-0.584837427,0
05-01-2025,12:07:00,98.98,withdrawal,desktop,Germany,Europe,77.175.25.191,0,0,0,0.82,26,18,797,99.12,218.56,17.8164,-0.169318116,0
12-06-2025,23:50:00,107.91,purchase,desktop,Mexico,North America,199.8.27.29,1,0,0,0.85,70,76,910,174.09,511.99,32.373,-0.094128907,0
20-04-2025,16:02:00,55.89,deposit,desktop,Canada,North America,120.126.31.44,1,0,0,0.69,63,112,180,75.26,272.04,34.6518,-0.532129203,0
20-01-2025,02:57:00,39.43,transfer,tablet,Nigeria,Africa,154.57.58.170,1,0,0,0.82,74,56,181,93.56,411.67,14.1948,-0.670719838,0
30-04-2025,14:15:00,38.38,transfer,tablet,Japan,Asia,185.187.171.87,1,0,0,0.83,50,2,13,88.23,90.82,13.0492,-0.679560674,0
10-04-2025,02:00:00,23.04,withdrawal,mobile,Germany,Europe,148.176.188.149,0,1,0,0.58,49,21,956,70.81,194.89,10.6768,-0.808721085,0
12-05-2025,13:45:00,47.24,deposit,mobile,China,Asia,54.18.122.224,1,0,0,0.77,49,16,816,78.13,298.6,21.7304,-0.604960855,0
14-01-2025,23:54:00,26.69,withdrawal,tablet,United States,North America,223.201.106.116,1,0,0,0.81,23,164,922,95.46,113.57,10.1422,-0.777988653,0
18-06-2025,22:40:00,120.55,withdrawal,tablet,Nigeria,Africa,206.222.1.85,1,0,0,0.81,66,99,212,43.43,219.85,45.809,0.012297923,0
21-03-2025,01:15:00,101.02,transfer,desktop,Australia,Oceania,67.195.221.208,1,0,1,0.79,66,84,927,111.57,549.97,42.4284,-0.152141634,0
29-04-2025,03:15:00,57.87,purchase,tablet,Argentina,South America,215.85.2.130,1,0,0,0.87,70,34,115,128.48,24.15,15.0462,-0.515457911,0
13-05-2025,20:28:00,47.31,deposit,tablet,United Kingdom,Europe,205.16.114.18,1,0,0,1,46,98,36,98.24,496.62,0,-0.604371466,0
11-01-2025,15:34:00,32.56,deposit,mobile,Germany,Europe,139.233.55.190,0,0,1,0.78,54,20,539,143.08,277.26,7.1632,-0.728564168,0
18-03-2025,08:28:00,92,deposit,mobile,UAE,Middle East,57.67.107.134,1,0,0,0.99,34,76,229,78.08,158.94,1.84,-0.228088629,0
26-03-2025,10:40:00,301.45,deposit,desktop,Australia,Oceania,177.227.180.157,1,0,0,0.5,67,115,639,103.46,247.15,301.45,1.535447739,0
06-04-2025,16:44:00,138.89,purchase,mobile,Mexico,North America,100.196.125.174,1,0,0,0.77,36,151,97,106.32,279.38,63.8894,0.166717866,0
17-03-2025,16:09:00,163.7,transfer,desktop,Brazil,South America,203.224.166.163,1,0,0,0.51,48,33,605,93.16,455.24,160.426,0.375614201,0
14-04-2025,20:40:00,215.77,purchase,tablet,Singapore,Asia,199.72.199.113,1,0,0,0.67,36,135,91,92.14,486.04,142.4082,0.814035488,0
08-01-2025,17:23:00,52,withdrawal,tablet,South Africa,Africa,194.74.199.124,1,0,0,1,40,51,772,110.45,404.14,0,-0.564882396,0
24-04-2025,19:58:00,7.79,transfer,desktop,Mexico,North America,92.51.156.199,1,0,0,0.87,67,173,715,72.01,5.18,2.0254,-0.937123709,0
08-02-2025,16:28:00,116.92,purchase,mobile,Mexico,North America,92.184.194.99,1,0,0,0.77,64,48,217,111.04,244.33,53.7832,-0.018266111,0
26-06-2025,07:27:00,25.09,deposit,mobile,Saudi Arabia,Middle East,192.172.33.139,1,0,0,0.92,52,114,120,76.78,169.37,4.0144,-0.791460404,0
19-06-2025,23:18:00,101.01,deposit,tablet,Germany,Europe,59.20.11.183,0,0,0,0.79,31,127,133,113.59,257.62,21.2121,-0.152225832,0
07-06-2025,03:14:00,161.42,transfer,mobile,Australia,Oceania,177.179.3.216,1,0,0,0.69,18,79,51,62.15,279.02,100.0804,0.356416956,0
20-02-2025,18:02:00,183.7,purchase,desktop,South Africa,Africa,214.171.131.3,1,0,0,0.5,66,75,578,85.12,287.22,183.7,0.544011085,0
05-01-2025,02:20:00,43.12,transfer,tablet,United Kingdom,Europe,28.36.20.220,1,0,0,0.81,50,69,40,128.75,129.23,16.3856,-0.639650613,0
03-04-2025,13:10:00,86.2,deposit,mobile,United Kingdom,Europe,207.250.3.4,1,0,0,0.61,66,14,973,69.41,177.69,67.236,-0.276923725,0
05-04-2025,19:10:00,116.42,purchase,tablet,France,Europe,55.44.250.47,1,0,1,0.75,53,178,632,72.61,4.83,58.21,-0.022476033,0
03-02-2025,13:32:00,205.43,deposit,tablet,Singapore,Asia,213.204.66.80,1,0,0,0.73,18,104,885,104.23,822.07,110.9322,0.726974299,0
21-06-2025,08:52:00,171.95,transfer,mobile,Mexico,North America,171.138.6.33,1,0,0,0.69,37,137,283,110.59,1326.42,106.609,0.445077915,0
10-01-2025,00:52:00,530.5,transfer,desktop,Saudi Arabia,Middle East,112.159.37.150,1,0,0,0.8,39,44,507,134.21,153.72,212.2,3.464013053,0
21-05-2025,20:22:00,0.97,transfer,mobile,India,Asia,173.214.50.172,1,0,0,1,52,21,487,78.37,163.22,0,-0.994547046,0
09-05-2025,09:55:00,69.04,transfer,mobile,United States,North America,193.144.102.155,1,0,0,0.78,20,56,209,53.36,184.59,30.3776,-0.421408251,0
12-04-2025,16:00:00,35.49,transfer,mobile,United States,North America,219.233.94.183,1,1,0,0.74,29,11,991,89.59,104.21,19.4548,-0.703894024,0
16-03-2025,11:40:00,15.33,withdrawal,mobile,Saudi Arabia,Middle East,164.137.0.23,1,0,0,0.72,60,101,182,122.8,171.55,8.5848,-0.873638083,0
26-03-2025,17:59:00,290.99,transfer,mobile,UAE,Middle East,221.110.210.62,1,0,0,0.75,54,126,378,73.1,133.25,145.495,1.447376169,0
01-02-2025,04:04:00,743.5,transfer,mobile,UAE,Middle East,123.228.66.87,1,0,0,0.91,30,57,203,79.5,5.93,133.83,5.257439868,0
02-06-2025,01:53:00,23.9,deposit,desktop,Germany,Europe,69.69.11.41,0,0,0,0.25,29,105,521,79.44,40.63,17.925,-0.801480018,0
02-03-2025,06:26:00,4.7,transfer,tablet,South Africa,Africa,216.184.189.0,1,0,1,0.71,19,81,267,124.19,24.58,2.726,-0.963141027,0
17-04-2025,03:20:00,38.6,purchase,desktop,United Kingdom,Europe,197.172.122.23,1,0,0,0.4,37,109,903,91.78,81.86,46.32,-0.677708309,0
08-03-2025,08:05:00,216.12,transfer,mobile,United Kingdom,Europe,110.27.28.21,1,0,0,0.68,18,87,741,99.57,31.53,138.3168,0.816982434,0
03-04-2025,04:43:00,41.76,withdrawal,desktop,Canada,North America,143.59.57.47,1,0,0,0.76,58,38,70,60.39,78.49,20.0448,-0.651101601,0
11-03-2025,12:57:00,7.03,transfer,tablet,Singapore,Asia,135.253.103.199,1,0,0,0.9,52,120,30,131.34,1.22,1.406,-0.94352279,0
02-06-2025,18:01:00,6.47,deposit,desktop,Russia,Europe/Asia,71.0.47.192,1,0,0,0.87,41,156,605,92.16,1347.03,1.6822,-0.948237903,0
16-03-2025,02:15:00,66.91,purchase,mobile,Canada,North America,24.198.239.36,1,0,0,0.95,69,7,223,60.48,34.7,6.691,-0.439342519,0
06-06-2025,14:08:00,322.28,purchase,tablet,South Africa,Africa,68.36.150.1,1,0,0,0.7,55,162,471,126.96,549.92,193.368,1.710833094,0
10-01-2025,10:37:00,40.41,transfer,mobile,Brazil,South America,211.60.67.0,1,0,0,0.61,43,130,333,133.21,32.3,31.5198,-0.662468391,0
01-06-2025,08:55:00,66.86,transfer,mobile,Germany,Europe,2.85.193.153,0,0,0,0.66,28,44,118,133.26,111.9,22.7324,-0.439763512,0
20-04-2025,15:50:00,12.9,transfer,tablet,France,Europe,216.135.100.45,1,0,0,0.85,69,150,421,122.42,851.9,3.87,-0.894098305,0
20-03-2025,17:11:00,81.64,transfer,tablet,Nigeria,Africa,138.239.175.182,1,0,0,0.96,69,129,460,57.44,111.66,6.5312,-0.315318214,0
23-03-2025,14:24:00,143.1,deposit,mobile,South Korea,Asia,186.68.186.183,1,0,0,0.81,60,98,941,111.43,318.95,54.378,0.20216541,0
11-05-2025,21:53:00,37.95,deposit,desktop,South Korea,Asia,57.126.138.102,1,0,0,0.68,32,37,850,114.75,114.94,24.288,-0.683181207,0
10-03-2025,22:56:00,42.24,purchase,tablet,South Africa,Africa,183.21.199.135,1,0,0,0.54,23,57,332,103.21,858.83,38.8608,-0.647060076,0
06-05-2025,18:37:00,221.4,transfer,desktop,India,Asia,223.120.56.46,1,0,0,0.71,57,139,251,135.07,3.16,128.412,0.861439211,0
09-06-2025,09:01:00,1.25,deposit,desktop,Saudi Arabia,Middle East,204.76.206.135,1,0,0,0.85,26,61,963,77.13,86.76,0.375,-0.99218949,0
02-03-2025,12:55:00,121.43,deposit,tablet,United States,North America,202.189.52.252,1,0,0,0.56,67,142,688,151.01,159.91,106.8584,0.019707386,0
23-05-2025,15:12:00,60.08,purchase,desktop,Indonesia,Asia,206.77.51.188,1,0,0,1,23,72,484,84.35,521.98,0,-0.496850055,0
21-01-2025,22:16:00,42.52,purchase,tablet,Saudi Arabia,Middle East,217.196.89.205,1,0,0,0.72,34,81,373,94.68,255.3,23.8112,-0.64470252,0
12-03-2025,05:48:00,128.61,withdrawal,tablet,Australia,Oceania,20.56.185.111,1,0,0,0.9,40,77,209,82.84,675.57,25.722,0.080161868,0
30-03-2025,02:37:00,215.98,deposit,tablet,Mexico,North America,221.86.216.186,1,0,0,0.59,48,111,778,121.96,645.54,177.1036,0.815803655,0
06-02-2025,19:18:00,98.08,purchase,tablet,France,Europe,139.3.244.237,1,0,0,0.68,33,7,141,114.32,932.46,62.7712,-0.176895976,0
25-04-2025,05:07:00,3.79,deposit,desktop,UAE,Middle East,134.79.200.227,1,0,0,0.95,68,79,572,140.13,60.53,0.379,-0.970803085,0
19-06-2025,01:13:00,74.25,deposit,desktop,France,Europe,152.109.181.89,1,0,0,0.57,74,169,791,34.68,164.61,63.855,-0.377540863,0
23-05-2025,19:58:00,74.56,transfer,tablet,United Kingdom,Europe,8.124.162.13,1,0,0,0.83,39,110,286,98.52,167.29,25.3504,-0.374930711,0
23-05-2025,14:35:00,94.18,transfer,tablet,UAE,Middle East,45.201.209.159,1,0,0,0.62,33,15,120,115.32,39.39,71.5768,-0.209733368,0
22-02-2025,15:28:00,133.39,transfer,tablet,South Korea,Asia,216.1.155.157,1,0,0,0.61,62,94,829,116.98,870.72,104.0442,0.120408723,0
15-05-2025,19:42:00,2.34,transfer,tablet,South Africa,Africa,221.69.109.196,1,0,0,0.74,29,118,284,87.56,135.17,1.2168,-0.983011859,0
06-01-2025,12:59:00,83.66,deposit,mobile,South Korea,Asia,82.117.142.132,1,0,1,0.65,26,47,151,105.31,305.88,58.562,-0.298310129,0
13-02-2025,17:47:00,106.5,withdrawal,desktop,Singapore,Asia,24.104.96.230,1,0,0,0.8,23,36,965,114.09,278.03,42.6,-0.106000888,0
12-06-2025,14:26:00,50.47,withdrawal,desktop,India,Asia,193.101.185.187,1,1,0,0.71,21,127,305,73.66,81.14,30.2726,-0.577764758,0
09-04-2025,20:54:00,132.45,withdrawal,tablet,South Korea,Asia,128.247.215.194,1,0,0,0.64,55,78,414,72.58,254.76,95.364,0.112494069,0
22-06-2025,07:25:00,31.08,deposit,mobile,France,Europe,200.135.77.240,1,0,0,0.72,34,4,201,122.54,88.85,17.4048,-0.741025537,0
15-05-2025,18:59:00,45.82,withdrawal,mobile,Russia,Europe/Asia,138.193.216.131,1,0,0,0.98,73,73,610,100.28,101,1.8328,-0.616917034,0
07-05-2025,06:23:00,394.83,deposit,mobile,United Kingdom,Europe,219.255.52.206,1,0,0,0.61,27,97,368,97.08,239.88,307.9674,2.32169279,0
16-04-2025,23:01:00,51.34,purchase,tablet,Japan,Asia,181.168.124.168,1,0,0,0.59,57,58,26,118.8,183.1,42.0988,-0.570439494,0
06-02-2025,02:07:00,51.05,withdrawal,mobile,Saudi Arabia,Middle East,31.133.52.241,1,0,0,0.6,52,79,380,70.28,165.12,40.84,-0.572881248,0
27-03-2025,18:59:00,108.67,deposit,tablet,India,Asia,109.107.183.120,1,0,0,0.61,64,157,337,52.95,149.93,84.7626,-0.087729826,0
25-06-2025,17:44:00,424.75,purchase,mobile,Singapore,Asia,208.7.95.220,1,0,0,0.61,38,65,930,80.89,421.56,331.305,2.573614529,0
20-01-2025,08:43:00,489.51,transfer,tablet,South Africa,Africa,167.188.35.152,1,0,0,0.55,70,116,580,84.48,98.93,440.559,3.118883639,0
07-05-2025,12:08:00,104,purchase,tablet,Australia,Oceania,37.8.241.224,1,0,0,0.88,36,155,590,66.23,112.48,24.96,-0.127050498,0
23-02-2025,00:04:00,0.13,purchase,desktop,Japan,Asia,204.175.49.32,1,0,0,0.78,44,78,258,125.86,259.77,0.0572,-1.001619715,0
09-04-2025,08:19:00,277.1,withdrawal,tablet,United Kingdom,Europe,13.186.197.54,1,0,1,0.74,28,7,816,84.33,999.86,144.092,1.330424533,0
17-05-2025,16:01:00,101.34,transfer,mobile,Mexico,North America,182.69.246.80,1,0,0,1,23,88,582,120.47,103.21,0,-0.149447284,0
02-02-2025,13:24:00,54.68,transfer,desktop,Saudi Arabia,Middle East,195.152.39.68,1,0,0,0.84,58,80,504,153.46,161.38,17.4976,-0.542317214,0
16-01-2025,15:39:00,212.07,withdrawal,mobile,Mexico,North America,219.247.156.155,1,0,1,1,60,76,457,112.75,41.21,0,0.782882065,0
08-02-2025,00:27:00,61.27,purchase,tablet,Japan,Asia,89.147.251.139,1,0,0,0.94,45,41,920,76.02,307.17,7.3524,-0.486830441,0
30-03-2025,02:45:00,4.16,deposit,desktop,United States,North America,201.248.184.231,1,0,0,0.57,20,74,398,109.47,86.79,3.5776,-0.967687743,0
18-02-2025,10:58:00,206.49,withdrawal,tablet,United Kingdom,Europe,34.43.227.239,1,0,0,0.55,58,42,845,152.39,223.98,185.841,0.735899334,0
14-06-2025,02:33:00,94.72,purchase,tablet,Indonesia,Asia,80.189.103.97,1,0,0,0.67,62,163,331,140.73,163.45,62.5152,-0.205186652,0
04-04-2025,06:51:00,49.52,deposit,mobile,South Korea,Asia,164.169.43.68,1,0,0,0.7,41,162,616,167.31,448.68,29.712,-0.58576361,0
25-03-2025,05:26:00,34.66,withdrawal,mobile,Singapore,Asia,152.253.221.241,1,0,0,0.94,54,137,345,87.79,536.73,4.1592,-0.710882495,0
14-06-2025,05:34:00,108.11,withdrawal,mobile,Russia,Europe/Asia,219.109.134.35,1,1,0,0.69,30,49,798,86.51,401.17,68.0282,-0.092444938,0
29-01-2025,15:03:00,27.99,transfer,desktop,China,Asia,151.189.235.26,1,0,0,0.73,32,150,472,119.31,179.54,15.1146,-0.767042856,0
12-06-2025,06:35:00,46.96,transfer,mobile,South Africa,Africa,22.76.21.11,1,0,0,0.57,26,165,930,66.79,160.83,40.3856,-0.607318411,0
11-03-2025,17:59:00,121.45,transfer,tablet,UAE,Middle East,76.128.246.187,1,0,0,0.85,56,60,663,103.48,159.49,36.435,0.019875783,0
09-06-2025,01:48:00,255.99,deposit,desktop,Argentina,South America,187.98.119.21,1,0,0,0.91,52,12,467,77.02,208.93,46.0782,1.152681622,0
16-01-2025,09:46:00,91.34,withdrawal,mobile,Argentina,South America,142.232.191.188,1,0,0,0.87,62,123,65,68.77,289.44,23.7484,-0.233645726,0
20-05-2025,03:03:00,170.81,transfer,mobile,Indonesia,Asia,198.75.135.221,1,0,0,0.77,35,36,847,77.33,117.53,78.5726,0.435479293,0
29-03-2025,19:08:00,172.79,transfer,mobile,Argentina,South America,202.116.113.140,1,0,0,0.9,60,42,762,113.61,395.07,34.558,0.452150584,0
06-02-2025,09:55:00,131,withdrawal,tablet,India,Asia,70.183.93.138,1,0,0,0.83,70,96,361,82.7,710.36,44.54,0.100285295,0
13-02-2025,02:35:00,33.86,deposit,mobile,Russia,Europe/Asia,200.203.112.217,1,0,0,0.87,20,127,376,108.36,21.02,8.8036,-0.71761837,0
11-01-2025,08:12:00,241.9,transfer,tablet,Indonesia,Asia,206.250.46.201,1,0,0,0.63,45,81,942,132.03,6.56,179.006,1.034046017,0
09-03-2025,16:58:00,68.78,purchase,desktop,France,Europe,125.60.112.143,1,0,0,0.71,33,130,830,120.34,337.69,39.8924,-0.423597411,0
18-03-2025,23:32:00,5.43,deposit,mobile,Germany,Europe,195.127.245.62,0,0,0,0.84,59,159,566,136.11,311.44,0.8688,-0.956994541,0
16-06-2025,22:27:00,33.66,transfer,tablet,United Kingdom,Europe,36.131.146.133,1,0,0,0.68,58,20,400,117.51,183.96,21.5424,-0.719302339,0
16-04-2025,03:39:00,174.06,purchase,mobile,Canada,North America,207.3.225.64,1,0,0,1,64,118,956,93.42,528.49,0,0.462843787,0
12-06-2025,12:16:00,8.6,transfer,mobile,France,Europe,200.249.135.94,1,0,0,0.81,60,38,354,153.9,415.2,3.268,-0.930303635,0
13-06-2025,18:18:00,19.13,deposit,desktop,South Korea,Asia,66.111.158.152,1,0,0,0.84,40,133,747,79.38,1020.34,6.1216,-0.841642675,0
19-03-2025,06:47:00,142.19,withdrawal,desktop,Singapore,Asia,157.56.195.147,1,0,0,0.91,49,16,705,87.44,542.09,25.5942,0.194503352,0
22-03-2025,20:31:00,267.74,withdrawal,tablet,Canada,North America,104.100.228.230,1,0,0,0.79,27,60,826,35.61,25.63,112.4508,1.251614791,0
30-05-2025,04:39:00,120.53,deposit,tablet,Germany,Europe,204.193.159.85,0,0,0,0.82,73,96,918,96.95,161.37,21.6954,0.012129527,0
29-04-2025,03:02:00,30.17,transfer,tablet,Japan,Asia,222.111.66.226,1,1,0,0.66,55,3,693,36.02,132.24,21.5156,-0.748687595,0
13-05-2025,04:54:00,6.59,deposit,desktop,Indonesia,Asia,58.57.89.252,1,0,0,0.7,74,122,770,80.07,540.59,3.954,-0.947227522,0
27-06-2025,04:48:00,114.58,purchase,tablet,Saudi Arabia,Middle East,122.67.56.54,1,0,0,0.75,55,33,305,104.14,80.62,57.29,-0.037968546,0
06-06-2025,00:27:00,5.83,transfer,desktop,Australia,Oceania,165.78.54.62,1,0,0,0.59,30,70,909,134.49,34.95,4.7806,-0.953626603,0
24-01-2025,02:09:00,113.83,deposit,desktop,Singapore,Asia,204.217.36.92,1,0,0,0.99,32,96,419,80.13,24.38,2.2766,-0.04428343,0
13-03-2025,19:41:00,30.68,withdrawal,mobile,Saudi Arabia,Middle East,186.53.26.95,1,0,0,0.58,45,18,533,128.82,247.64,25.7712,-0.744393475,0
18-05-2025,07:26:00,282.03,deposit,mobile,United Kingdom,Europe,213.243.140.59,1,0,0,0.59,30,4,809,53.65,109.55,231.2646,1.371934365,0
01-01-2025,15:30:00,77.34,transfer,tablet,Mexico,North America,147.117.209.203,1,0,0,0.75,52,172,584,77.15,62.97,38.67,-0.351523544,0
12-04-2025,20:45:00,30.42,deposit,desktop,France,Europe,169.35.48.16,1,0,0,0.82,19,92,157,98.42,720.69,10.9512,-0.746582634,0
01-04-2025,16:16:00,230.2,withdrawal,desktop,Brazil,South America,202.125.74.164,1,0,0,0.64,18,163,238,113.61,4.54,165.744,0.93553384,0
23-04-2025,19:26:00,35.17,purchase,desktop,France,Europe,208.47.120.171,1,0,0,0.67,58,115,841,134.41,174.59,23.2122,-0.706588374,0
